voyageid,voyagerank,voyagename,port,sailingfrom,ground,yearout,dayout,yearin,dayin,returncode,agentid,agent,bone,sperm,oil,customsdistrict,logbookexists,aowllink,crewlistlink,source,masterid,master,fate,birth,birthlocation,death,deathlocation,wife,wifetosea,vitalrecordssource,lateroccupation,vesselid,vessel,rig,tonnage,builtplace,builtdate,end,denniswood,logbookscan,voyagecode,boatcode,max_distance,years,price_sperm,price_sperm_real,price_oil,price_oil_real,price_bone,price_bone_real,lost,lost_total,_merge2,product,product_nom,tonn_avg,enddate,life,duration,mastercode,age,lay,_merge,Total,experience,re_prod,n_voyage,l_re_prod,change_boat,stay_boat
AV12554,1,Roscius : 1864,"New Bedford, MA",,Atlantic,1864,1864 Mar 1,1864,1864 Sep 10,C,AA0647,"Howland, William Penn",0,369,1,New Bedford,KWM,NULL,1,"1, 4, 6, 7, 395, 5",AM2663,"Honeywell, John M.",,"April, 1817",New Shoreham ?,"Oct 12, 1882","Providence, RI",Jane S. Kempton,,591,,AS0583,Roscius,Bark / Ship,301,"Duxbury, MA",1825,"Cond at Barbados Mar, 1867",4-182,NULL,11422,572,,0,1.78,.92000002,1.28,.66000003,1.8,.93000001,.11111111,18,Matched (3),14285.88,27640.199,301,1867,,1,2304,,,both in master and using data,9,5,14285.88,5,34557.602,,1
AV06524,1,Herald II : 1865-1866,"New Bedford, MA",,"N Atlantic, S Atlantic",1865,1865 Apr 18,1866,1866,So,AA0105,"Bartlett, Ivory H. & Sons",0,431,2,New Bedford,"KWM, PPL",NULL,1,"2, 4, 6, 7, 151, 5, 395",AM2663,"Honeywell, John M.***",L,"April, 1817",New Shoreham ?,"Oct 12, 1882","Providence, RI",Jane S. Kempton,,591,,AS0274,Herald II,Bark / Ship,303/300,"Newbury, MA",1818,"Sold to London, 1873",4-84,NULL,5986,269,,1,2.25,1.22,1.45,.77999997,1.71,.92000002,.10344828,15,Matched (3),22149.961,40851.301,301.5,1873,,1,2304,,,both in master and using data,9,6,22149.961,6,14285.88,1,
AV11478,1,Petrel : 1866,"New Bedford, MA",,,1866,1866 Aug 7,1866,1866,L,AA1267,"Thatcher, Charles & Co.",0,133,9,New Bedford,KWM,NULL,1,"1, 4, 6, 7, 395, 5",AM2663,"Honeywell, John M.",,"April, 1817",New Shoreham ?,"Oct 12, 1882","Providence, RI",Jane S. Kempton,,591,,AS0552,Petrel,Schr,59/61,"Newbury, MA",1840,"Lost in a gale, No Atl, Oct 28, 1879",4-170,NULL,10424,540,,0,2.55,1.47,1.21,.69999999,1.37,.79000002,.14399999,18,Matched (3),8476.0205,14701.68,60,1879,39,1,2304,,,both in master and using data,9,7,8476.0205,7,22149.961,1,
AV07807,1,John W. Dodge : 1867,"New Bedford, MA",,Atlantic,1867,1867 Apr 14,1867,1867 Jun 27,So,AA1267,"Thatcher, Charles & Co.",0,0,3,New Bedford,,NULL,1,"1, 4, 7, 5, 395",AM2663,"Honeywell, John M.",,"April, 1817",New Shoreham ?,"Oct 12, 1882","Providence, RI",Jane S. Kempton,,591,,AS0352,John W. Dodge,Schr,84,"Salisbury, MA",1846,"Sold to Gloucester, MA, 1869",4-110,NULL,7115,345,,0,2.2349999,1.38,.73250002,.44999999,1.175,.73000002,.082278483,13,Matched (3),56.699997,92.295006,84,1869,23,1,2304,,,both in master and using data,9,8,56.699997,8,8476.0205,1,
AV07809,1,John W. Dodge : 1868-1869,"New Bedford, MA",,,1868,1868 May 22,1869,1869,So,AA0373,"Delano, Abraham",0,146,0,New Bedford,,NULL,1,"4, 7, 300, 5",AM2663,"Honeywell, John M.",,"April, 1817",New Shoreham ?,"Oct 12, 1882","Providence, RI",Jane S. Kempton,,591,,AS0352,John W. Dodge,Schr,84,"Salisbury, MA",1846,"Sold to Gloucester, MA, 1869",4-110,NULL,7117,345,,1,1.92,1.22,.81999999,.51999998,1.025,.64999998,.11176471,19,Matched (3),7481.04,11773.439,84,1869,,1,2304,,,both in master and using data,9,9,7481.04,9,56.699997,,1
AV13038,1,Sea Fox : 1861-1864,"Westport, MA",,Pacific,1861,1861 Nov 4,1864,1864 Oct 19,So,AA0589,"Hicks, Andrew",0,961,0,"New Bedford, MA",PPL,NULL,1,"1, 4, 6, 94, 7, 395, 5",AM2669,"Horan, John",,"June 20, 1824","Keene, NH","Nov 19, 1882","New Bedford, MA",Cynthia H. Barker,,"76, 574, 591",,AS0643,Sea Fox,Bark / Brig Or Bark,246/166/158,"New Bedford, MA",1851,"Sold foreign, 1890",3-382; 3-603,NULL,11855,633,,3,1.3150001,1.48,.4425,.5,.66000003,.74000001,.052401748,12,Matched (3),59735.762,53076.031,190,1890,,3,2307,,,both in master and using data,5,1,19911.92,1,,,
AV09643,1,Mermaid : 1865-1869,"Westport, MA",,Atlantic and Indian,1865,1865 Aug 28,1869,1869 Apr 17,L,AA0589,"Hicks, Andrew",0,1450,0,"New Bedford, MA",,NULL,1,"1, 4, 7, 210, 5, 395",AM2669,"Horan, John",,"June 20, 1824","Keene, NH","Nov 19, 1882","New Bedford, MA",Cynthia H. Barker,,"76, 574, 591",,AS0704,Mermaid,Bark,330/326/273/260,"Westport, MA",1855,"Lost, Dutch Harbor, Oct, 1899",4-258,NULL,8787,693,,4,2.25,1.22,1.45,.77999997,1.71,.92000002,.10344828,15,Matched (3),74298,137025,297.25,1899,,4,2307,,,both in master and using data,5,2,18574.5,2,19911.92,1,
AV09644,1,Mermaid : 1869-1873,"Westport, MA",,Indian O,1869,1869 Jul 3,1873,1873 Jun 1,L,AA0589,"Hicks, Andrew",0,1170,0,"New Bedford, MA","PPL, NBW",NULL,1,"1, 4, 6, 7, 5, 76",AM2669,"Horan, John",,"June 20, 1824","Keene, NH","Nov 19, 1882","New Bedford, MA",Cynthia H. Barker,1,"76, 574, 591",,AS0704,Mermaid,Bark,330/326/273/260,"Westport, MA",1855,"Lost, Dutch Harbor, Oct, 1899",4-258,NULL,8788,693,,4,1.78,1.1799999,1.0175,.67000002,1.24,.81999999,.12162162,18,Matched (3),57985.199,87469.195,297.25,1899,,4,2307,,,both in master and using data,5,3,14496.3,3,18574.5,,1
AV08745,1,Mabel : 1877-1881,"New Bedford, MA",,Indian O,1877,1877 Sep 18,1881,1881 May 29,L,AA0760,"Lewis, William",0,1375,70,New Bedford,"PPL, KWM",NULL,1,"13, 6, 395, 5",AM2669,"Horan, John",,"June 20, 1824","Keene, NH","Nov 19, 1882","New Bedford, MA",Cynthia H. Barker,,"76, 574, 591",,AS0452,Mabel,Bark,188,"Bath, ME",1877,"Lost, Wainwright Inlet, Aug 10, 1885",,NULL,7980,442,,4,1.13,1.0700001,.51999998,.49000001,2.5,2.3599999,.09589041,7,Matched (3),63233.102,66786.297,188,1885,,4,2307,,,both in master and using data,5,4,15808.275,4,14496.3,1,
AV10801,1,Ohio II : 1881-1882,"New Bedford, MA",,N Pacific,1881,1881 Dec 12,1882,1882,L,AA0009,Aiken & Swift,8000,0,600,New Bedford,PPL,NULL,1,"1, 13, 6, 5",AM2669,"Horan, John***",L,"June 20, 1824","Keene, NH","Nov 19, 1882","New Bedford, MA",Cynthia H. Barker,,"76, 574, 591",,AS0516,Ohio II,Bark / Ship,383/363/345,"Mattapoisett, MA",1833,"Lost Bering Sea Alaska June 1, 1889",,NULL,9811,505,,1,.88,.85000002,.47999999,.47,1.63,1.58,.10619469,12,Matched (3),24484,25136,363.66666,1889,,1,2307,,,both in master and using data,5,5,24484,5,15808.275,1,
AV04488,1,Endeavor : 1854-1857,"New Bedford, MA",,N Pacific,1854,1854,1857,1857,,AA0033,"Ashley, Abraham, II",13800,46,1050,New Bedford,NBL,1,1,"1, 4, 6, 7, 395",AM2672,"Horsley, Israel",,,,,,,,,,AS0173,Endeavor,Bark / Ship,234/252/231,"Salem, MA",1803,,3-87,NULL,4114,172,31.260202,3,1.4875,1.38,.59625,.55000001,.39199999,.36000001,.073248409,23,Matched (3),31889.16,34578.074,239,1870,,3,2309,,.06666667,both in master and using data,1,1,10629.72,1,,,
AV09865,1,Minerva : 1842-1843,"New Bedford, MA",,,1842,1842 Apr 6,1843,1843,So,AA1304,"Tucker, Charles R.",0,142,280,New Bedford,,NULL,1,"1, 2, 7, 50, 117, 395",AM2675,"Horton, Seth B.",,,,,,,,,,AS0422,Minerva,Bark / Brig,183,"Haddam, CT",1815,Sold in California,1-329,NULL,8990,411,,1,.73000002,.88999999,.33750001,.41,.24909,.30000001,.094117649,24,Matched (3),10129.56,8322.7197,183,1848,,1,2311,,.06666667,both in master and using data,1,1,10129.56,1,,,
AV07359,1,Janet : 1848-1852,"Westport, MA",,Pacific,1848,1848 Nov 7,1852,1852 Dec 31,A,AA1360,"Wilcox, Henry",0,625,0,"New Bedford, MA",MAU,1,1,"1, 2, 4, 5, 7, 335, 410",AM2676,"Hosmer, Charles B.***",L,,,,,,,,,AS0354,Janet,Bark,194/158/154,"Portland, ME",1845,"Aband at sea, Nov 23, 1879",2-315; 2-317,NULL,6727,347,28.60466,4,1.0033,1.22,.33000001,.40000001,.25400001,.31,.076335877,20,Matched (3),32025,26336.623,168.66667,1879,,4,2312,,.05882353,both in master and using data,4,1,8006.25,1,,,
AV05913,1,Governor Carver : 1850-1851,"Westport, MA",,Atlantic,1850,1850 Jun 12,1851,1851 Aug 24,C,AA1360,"Wilcox, Henry",0,602,0,"New Bedford, MA",,NULL,1,"1, 2, 4, 7, 5, 395",AM2676,"Hosmer, Charles B.",,,,,,,,,,AS1488,Governor Carver,Bark,180/128,"Fairhaven, MA",1848,"Cond and sold at Mauritius, 1869",2-267,NULL,5424,1457,,1,1.207,1.4400001,.491,.57999998,.34400001,.41,.13095239,33,Matched (3),36408.961,30517.789,154,1869,,1,2312,,,both in master and using data,4,2,36408.961,2,8006.25,1,
AV11038,1,Osceola II : 1854-1857,"New Bedford, MA",,Coast of Africa,1854,1854,1857,1857,L,AA1380,"Wing, Joseph & William R.",3600,524,637,New Bedford,"PR, NBW",NULL,1,"1, 4, 50, 7, 112, 395, 5, 647",AM2676,"Hosmer, Charles B.",,,,,,,,,,AS0571,Osceola II,Bark,195/159,"Mattapoisett, MA",1846,"Wrecked Mahe, Seychelles, Oct 1872",3-240,NULL,10024,560,,3,1.4875,1.38,.59625,.55000001,.39199999,.36000001,.073248409,23,Matched (3),46381.742,50100.172,177,1872,,3,2312,,.071428575,both in master and using data,4,3,15460.581,3,36408.961,1,
AV13382,1,Stafford : 1857-1860,"New Bedford, MA",,"Atlantic, Pacific, Indian",1857,1857 Oct 2,1860,1860,,AA0930,"Nye, T. & A. R.",0,547,0,New Bedford,,NULL,1,"1, 4, 7, 395, 5",AM2676,"Hosmer, Charles B.",,,,,,,,,,AS0622,Stafford,Bark,206/156/148,"Kingston, MA",1848,withdr,3-278,NULL,12159,612,,3,1.2833,1.16,.73250002,.66000003,.96749997,.87,.10472973,31,Matched (3),26649.84,29482.535,170,1889,,3,2312,,,both in master and using data,4,4,8883.2803,4,15460.581,1,
AV13059,1,Sea Queen : 1855-1858,"Westport, MA",,Pacific,1855,1855 Jul 19,1858,1858 Jul 11,C,AA0589,"Hicks, Andrew",0,1111,10,"New Bedford, MA",,NULL,1,"1, 4, 7, 12, 395, 5",AM2679,"Houghton, James H.",,,,,,,,,,AS0705,Sea Queen,Brig / Brig Or Bark,261/263/195,"South Dartmouth, MA",1851,"Cond and sold at Mahe, 1888; broken up there",3-383,NULL,11872,694,,3,1.772,1.61,.713,.64999998,.45249999,.41,.12396694,30,Matched (3),75398.82,82984.523,239.66667,1888,,3,2314,,,both in master and using data,1,1,25132.939,1,,,
AV07883,1,Josephine : 1898-1901,"Boston, MA",New Bedford,Atlantic,1898,1898 Mar 23,1901,1901,So,AA0532,"Green, Richard T.",0,2100,0,New Bedford,NBL,NULL,1,"1, 13, 6, 395, 5",AM2682,"Howard, Alexander C.",,,,,,,,,,AS0449,Josephine,Bark,385/365,"Bath, ME",1877,"Sold to Valparaiso, 1909, for whaling",,NULL,7185,439,,3,.52999997,.75,.34,.47999999,3.0999999,4.3699999,.025641026,1,Matched (3),66150,46745.996,375,1909,,3,2316,,,both in master and using data,2,1,22050,1,,,
AV07884,1,Josephine : 1901-1903,"Boston, MA",,Atlantic,1901,1901 Oct 28,1903,1903,So,AA0532,"Green, Richard T.",0,1100,0,New Bedford,NBL,NULL,1,"1, 13, 6, 5",AM2682,"Howard, Alexander C.",,,,,,,,,,AS0449,Josephine,Bark,385/365,"Bath, ME",1877,"Sold to Valparaiso, 1909, for whaling",,NULL,7186,439,,2,.56,.69,.38,.47,2.6500001,3.27,.1388889,5,Matched (3),31878,25872,375,1909,,2,2316,,,both in master and using data,2,2,15939,2,22050,,1
AV05322,1,Friends : 1845-1847,"New London, CT",,Pacific,1845,1845,1847,1847,C,AA0162,"Brown, Benjamin F.",32284,75,3025,New London,"MSM, KWM",NULL,1,"1, 11, 4, 6, 7, 161, 5, 434",AM2683,"Howard, James Monroe",,"June 25, 1817",,"Nov 2, 1850","New London, CT, died in California",,,591,,AS1418,Friends,Ship,403,"Portsmouth, VA",1811,"Broken up, 1859",2-238,NULL,4878,1385,,2,.88,1.0599999,.32875001,.40000001,.33625001,.41,.11145511,36,Matched (3),67395.438,55395.184,403,1859,,2,2318,28,,both in master and using data,2,1,33697.719,1,,,
AV05323,1,Friends : 1847-1850,"New London, CT",,Pacific,1847,1847,1850,1850,C,AA0162,"Brown, Benjamin F.",21630,141,2300,New London,"MSM, KWM",NULL,1,"1, 11, 4, 6, 7, 161, 412, 5, 434",AM2683,"Howard, James Monroe***",L,"June 25, 1817",,"Nov 2, 1850","New London, CT, died in California",,,591,,AS1418,Friends,Ship,403,"Portsmouth, VA",1811,"Broken up, 1859",2-238,NULL,4879,1385,,3,1.002548,1.11,.36000001,.40000001,.30875,.34,.047781572,14,Matched (3),52567.621,47391.352,403,1859,48,3,2318,30,,both in master and using data,2,2,17522.541,2,33697.719,,1
AV15129,1,Vesper : 1851-1855,"New London, CT",,,1851,1851,1855,1855,C,AA1364,Williams & Barnes,43283,3,1975,New London,,NULL,1,"1, 11, 4, 7, 5",AM2697,"Howes (House), Edward M.*",K,"Mar 6, 1818","Glastonbury, CT","July 15, 1852","at sea, stone in Gastonbury",,,"4, 591, 590",,AS2557,Vesper,Ship,321,"Newbury, MA",1827,"Cond and sold at Hilo, Apr 1, 1861",2-216; 2-210,NULL,13751,2450,,4,1.2725,1.53,.453125,.55000001,.345,.41999999,.078291818,22,Matched (3),63994.141,52679.688,321,1861,,4,2331,33,,both in master and using data,1,1,15998.535,1,,,
AV00880,1,Amethyst : 1846-1850,"New Bedford, MA",,"N Pacific, S Pacific",1846,1846,1850,1850,L,AA0951,"Parker, John A. & Son",7100,1806,632,New Bedford,"KWM, NBW",NULL,1,"2, 4, 6, 69, 7, 5, 395",AM2700,"Howes, Gorham B.",,"Dec 15, 1822","Dartmouth, MA","Nov 5, 1893","Fairhaven, MA",Anna Jenney,,"574, 591",,AS0008,Amethyst,Bark / Ship,359/356/365,"Boston, MA",1823,"Sold to San Francisco, 1860; Lost in the Arctic, 1885",2-6,NULL,811,10,,4,.87875003,1.0599999,.33750001,.41,.34,.41,.062745102,16,Matched (3),94197.156,78027.547,360,1885,,4,2333,,.055555556,both in master and using data,5,1,23549.289,1,,,
AV00881,1,Amethyst : 1850-1854,"New Bedford, MA",,Pacific O,1850,1850,1854,1854,L,AA0951,"Parker, John A. & Son",0,2308,0,New Bedford,MAH,NULL,1,"1, 2, 4, 7, 113, 5, 395",AM2700,"Howes, Gorham B.",,"Dec 15, 1822","Dartmouth, MA","Nov 5, 1893","Fairhaven, MA",Anna Jenney,,"574, 591",,AS0008,Amethyst,Bark / Ship,359/356/365,"Boston, MA",1823,"Sold to San Francisco, 1860; Lost in the Arctic, 1885",2-6; 2-9,NULL,812,10,,4,1.207,1.4400001,.491,.57999998,.34400001,.41,.13095239,33,Matched (3),139587.84,117001.75,360,1885,,4,2333,,.06666667,both in master and using data,5,2,34896.961,2,23549.289,,1
AV09629,1,Mermaid : 1855-1860,"Westport, MA",,Pacific,1855,1855 Aug 6,1860,1860 Jun 19,L,AA0589,"Hicks, Andrew",0,1686,7,New Bedford,,NULL,1,"1, 4, 5, 50, 7, 12, 117, 395",AM2700,"Howes, Gorham B.",,"Dec 15, 1822","Dartmouth, MA","Nov 5, 1893","Fairhaven, MA",Anna Jenney,,"574, 591",,AS0704,Mermaid,Bark,330/326/273/260,"Westport, MA",1855,"Lost, Dutch Harbor, Oct, 1899",3-653,NULL,8774,693,,5,1.772,1.61,.713,.64999998,.45249999,.41,.12396694,30,Matched (3),114198.42,125688.48,297.25,1899,,5,2333,,.1,both in master and using data,5,3,22839.684,3,34896.961,1,
AV04424,1,Emma C. Jones : 1860-1866,"New Bedford, MA",,,1860,1860 Nov 16,1866,1866,,AA0699,"Jones, Edward C.",5600,1300,387,New Bedford,,NULL,1,"1, 4, 47, 7, 5, 76",AM2700,"Howes, Gorham B.",,"Dec 15, 1822","Dartmouth, MA","Nov 5, 1893","Fairhaven, MA",Anna Jenney,1,"574, 591",,AS0208,Emma C. Jones,Ship,347/307,"Fairhaven, MA",1849,,4-58; 3-695,NULL,4056,207,,6,1.415,1.52,.495,.52999997,.80199999,.86000001,.069565214,16,Matched (3),96422.617,89795.93,327,1879,,6,2333,,,both in master and using data,5,4,16070.437,4,22839.684,1,
AV13114,1,Selah : 1869-1873,"Fairhaven, MA",,Pacific,1869,1869 Jul 27,1873,1873,C,AA0207,"Chase, Benjamin H.",0,833,6,New Bedford,,NULL,1,"1, 4, 7, 5",AM2700,"Howes, Gorham B.",,"Dec 15, 1822","Dartmouth, MA","Nov 5, 1893","Fairhaven, MA",Anna Jenney,,"574, 591",,AS2377,Selah,Bark,166,"Scituate, MA",1848,"Cond and sold at panama, June 6, 1873",4-321,NULL,11919,2279,,4,1.78,1.1799999,1.0175,.67000002,1.24,.81999999,.12162162,18,Matched (3),41452.316,62531.488,166,1873,25,4,2333,,,both in master and using data,5,5,10363.079,5,16070.437,1,
AV02851,1,China : 1852-1856,"New Bedford, MA",,"W Arctic, N Pacific",1852,1852,1856,1856,L,AA0991,"Phillips, William",34000,79,2820,New Bedford,NBW,NULL,1,"1, 4, 6, 7, 5, 395",AM2703,"Howes, Willis",,,,,,,,,,AS0092,China,Bark / Ship,370/367,Salem. MA,1817,"Wrecked, cond, 1874",2-89; 2-127,1,2594,92,,4,1.2375,1.41,.68167001,.76999998,.50749999,.57999998,.084269665,15,Matched (3),115597.18,102098.02,368.5,1874,57,4,2335,,.05882353,both in master and using data,2,1,28899.295,1,,,
AV10511,1,Nimrod : 1857-1861,"New Bedford, MA",,Pacific,1857,1857 Sep 17,1861,1861,B,AA0524,"Gifford, William",25643,41,1616,New Bedford,"KWM, NBW",NULL,1,"1, 4, 6, 5, 7, 395",AM2703,"Howes, Willis",,,,,,,,,,AS0494,Nimrod,Bark / Ship,341,"So Dartmouth, MA",1842,"Capt and burned by Shenandoah June 26, 1865",3-229,1,9561,483,,4,1.2833,1.16,.73250002,.66000003,.96749997,.87,.10472973,31,Matched (3),69102.453,76735.688,341,1865,,4,2335,,,both in master and using data,2,2,17275.613,2,28899.295,1,
AV02227,1,Callao : 1855-1858,"New Bedford, MA",,"N Pacific, S Pacific",1855,1855 Oct 1,1858,1858,C,AA1253,"Taber, Henry & Co.",16800,163,1433,New Bedford,"KWM, PPL",NULL,1,"1, 4, 6, 69, 7, 5, 395",AM2707,"Howland, Alden B.",,1830,,"Apr 6, 1859",,Mary B.,,531,,AS0080,Callao,Bark / Ship,324/299,"Mattapoisett, MA",1842,"Cond and sold at Mauritius, 1877",3-32,NULL,2031,80,,3,1.772,1.61,.713,.64999998,.45249999,.41,.12396694,30,Matched (3),57030.957,62645.73,311.5,1877,,3,2339,,,both in master and using data,1,1,19010.318,1,,,
AV05659,1,George and Susan : 1841-1845,"New Bedford, MA",,Pacific,1841,1841 Oct 17,1845,1845,L,AA0636,"Howland, George",0,1707,0,New Bedford,,NULL,1,"1, 2, 4, 7, 5, 395",AM2708,"Howland, Alexander",,,,,,,,,,AS0239,George and Susan,Bark / Ship,356/343/287,"Dartmouth, MA",1809,"Wrecked, Wainwright Inlet, Alaska, Aug 10, 1885",1-186,NULL,5188,235,,4,.94,1.02,.3175,.34999999,.19670001,.20999999,.062271062,17,Matched (3),73127.875,67392.359,328.66666,1885,,4,2340,,.052631579,both in master and using data,1,1,18281.969,1,,,
AV03454,1,Courier : 1850-1856,"New Bedford, MA",,S Pacific,1850,1850,1856,1856,,AA0353,"Crocker, O. & George O.",0,2165,26,New Bedford,PPL,NULL,1,"1, 4, 6, 7, 12, 5, 395, 76",AM2710,"Howland, Charles F.***",L,"Oct 19, 1808",,"Aug 6, 1895","New Bedford, MA",Charlotte A. Himes,1,"76, 574, 591",,AS0099,Courier,Ship,381,"New York, NY",1817,Stone Fleet #1,2-87; 2-94,NULL,3159,99,,6,1.207,1.4400001,.491,.57999998,.34400001,.41,.13095239,33,Matched (3),131572.56,110288.68,381,1861,,6,2342,,.083333336,both in master and using data,1,1,21928.76,1,,,
AV15728,1,William Thacher : 1815-1817,"New Bedford, MA",,Patagonia,1815,1815,1817,1817 Mar 7,,AA1081,"Rotch, William, Jr. & Sons",0,0,950,"New Bedford, MA",,NULL,1,"1, 2, 5, 50, 256",AM2711,"Howland, Cornelius S.",,,,,,,,,,AS0679,William Thacher,Brig / Schr,147,"Dartmouth, MA",1811,,,NULL,14297,669,,2,1,.58999997,.82999998,.49000001,,,.033333335,1,Matched (3),,,147,1829,,2,2343,33,,both in master and using data,3,1,,1,,,
AV15730,1,William Thacher    : 1818-1819,"New Bedford, MA",,Patagonia,1818,1818 May,1819,1819 Jan 10,,AA1081,"Rotch, William, Jr. & Sons",0,0,900,"New Bedford, MA",,NULL,1,"1, 5",AM2711,"Howland, Cornelius S.",,,,,,,,,,AS0679,William Thacher,Brig / Schr,147,"Dartmouth, MA",1811,,,NULL,14299,669,,1,.89999998,.61000001,.5,.34,.1,.07,.068965517,4,Matched (3),12852,18900,147,1829,,1,2343,,,both in master and using data,3,2,12852,2,,,1
AV11917,1,President : 1821-1822,"New Bedford, MA",,Brazil,1821,1821 May,1822,1822 May 5,C,,NULL,0,220,120,"New Bedford, MA",,NULL,1,"1, 2, 4, 395, 5",AM2711,"Howland, Cornelius S.",,,,,,,,,,AS0570,President,Bark / Brig,133/132/167,"Worcester Co, MD",1815,"Cond and broken up at Westport, 1848",,NULL,10830,559,,1,.67500001,.66000003,.33000001,.31999999,.12,.12,.051546391,5,Matched (3),7711.2002,7900.2002,144,1848,,1,2343,,,both in master and using data,3,3,7711.2002,3,12852,1,
AV09851,1,Minerva : 1827-1830,"New Bedford, MA",,Pacific,1827,1827,1830,1830,So,,NULL,0,1148,0,"New Bedford, MA",,NULL,1,"1, 4, 287, 395",AM2712,"Howland, Cornelius, Jr.",,,,,,,,,,AS0422,Minerva,Bark / Brig,183,"Haddam, CT",1815,Sold in California,,NULL,8977,411,,3,.72500002,.74000001,.30000001,.31,.18000001,.18000001,.021505376,2,Matched (3),35679.84,34956.602,183,1848,,3,2345,,,both in master and using data,3,1,11893.28,1,,,
AV04679,1,Euphrates : 1830-1833,"New Bedford, MA",,Pacific,1830,1830,1833,1833,B,AA0543,"Grinnell, J.",0,2950,0,"New Bedford, MA",,NULL,1,"1, 4, 395, 5",AM2712,"Howland, Cornelius, Jr.",,,,,,,,,,AS0175,Euphrates,Ship,365,"New Bedford, MA",1809,"Burned by Shenandoah June 25, 1865",,NULL,4292,174,,3,.65499997,.72000003,.38999999,.43000001,.2,.22,.043795619,6,Matched (3),89208,81154.5,365,1865,,3,2345,,,both in master and using data,3,2,29736,2,11893.28,1,
AV08142,1,Lafayette : 1840-1844,"New Bedford, MA",,Pacific,1840,1840 Oct 22,1844,1844,L,AA1304,"Tucker, Charles R.",0,1752,2,New Bedford,"KWM, NBL, MAU",1,1,"1, 6, 5, 69, 7, 335, 395",AM2712,"Howland, Cornelius, Jr.",,,,,,,,,,AS0379,Lafayette,Bark / Ship,260,"Philadelphia, PA",1826,"Lost on Albemarle, Galapagos, June, 1850",1-302,NULL,7419,370,19.300093,4,1,1.05,.30000001,.31999999,.19,.2,.033457249,9,Matched (3),77290.078,73609.203,260,1850,24,4,2345,,,both in master and using data,3,3,19322.52,3,29736,1,
AV08744,1,Lyra : 1828-1830,"New Bedford, MA",,Pacific,1828,1828,1830,1830,L,AA0642,"Howland, J. & J.",0,1950,0,New Bedford,MSM,NULL,1,"1, 4, 6, 5, 263",AM2713,"Howland, Edward",,1802,,"June 14, 1887","Dartmouth, MA",Elizabeth A.,,"76, 574, 591",,AS0369,Lyra,Ship,304,"Fairhaven, MA",1822,"Lost near Maui, Aug, 1830",,NULL,7979,360,,2,.625,.63999999,.25999999,.27000001,.25,.25999999,.04587156,5,Matched (3),52416,51187.5,304,1830,,2,2346,,,both in master and using data,3,1,26208,1,,,
AV12418,1,Robert Edwards : 1831-1835,"New Bedford, MA",,Pacific,1831,1831,1835,1835 May 3,B,,NULL,0,2200,0,"New Bedford, MA",,NULL,1,"1, 2, 4, 5, 395",AM2713,"Howland, Edward",,1802,,"June 14, 1887","Dartmouth, MA",Elizabeth A.,,"76, 574, 591",,AS0575,Robert Edwards,Ship,356/366,"New York, NY",1817,"Burned by crew at sea, July 24, 1870",,NULL,11295,564,,4,.70999998,.75999999,.30000001,.31999999,.17,.18000001,.041958041,6,Matched (3),70224,65604,361,1870,,4,2346,,,both in master and using data,3,2,17556,2,26208,1,
AV07162,1,Isabella : 1841-1845,"New Bedford, MA",,Pacific,1841,1841 Jul 22,1845,1845,L,AA0644,"Howland, James H.",0,2889,128,New Bedford,,1,1,"1, 2, 4, 50, 7, 5, 395",AM2713,"Howland, Edward",,1802,,"June 14, 1887","Dartmouth, MA",Elizabeth A.,,"76, 574, 591",,AS0304,Isabella,Ship,410/411,"St Simon’s Is, GA",1804,"Lost, Isl of Chiloe, Jan 31, 1850",1-254,NULL,6562,298,20.807808,4,.94,1.02,.3175,.34999999,.19670001,.20999999,.062271062,17,Matched (3),125646.36,115764.6,410.5,1850,,4,2346,,.0625,both in master and using data,3,3,31411.59,3,17556,1,
AV09435,1,Matilda Sears : 1860-1864,"Dartmouth, MA",,Pacific,1860,1860 Oct 31,1864,1864,So,AA1010,"Potter, William, II",4200,500,525,New Bedford,PPL,NULL,1,"1, 4, 6, 7, 5, 395",AM2714,"Howland, Edward J.",,,,,,,,,,AS1908,Matilda Sears,Bark,302/232/231,"So Dartmouth, MA",1856,"Sold at Talcahuano, Mar 11, 1882",3-677; 3-599,NULL,8601,1849,,4,1.415,1.52,.495,.52999997,.80199999,.86000001,.069565214,16,Matched (3),47218.5,43998.148,255,1882,,4,2347,,,both in master and using data,1,1,11804.625,1,,,
AV05824,1,Golconda : 1843-1847,"New Bedford, MA",,Pacific,1843,1843 Sep 2,1847,1847,B,AA0636,"Howland, George",0,1459,210,New Bedford,,NULL,1,"1, 2, 4, 7, 395",AM2716,"Howland, Edward, II",,,,,,,,,,AS0244,Golconda,Bark / Ship,331,"Scituate, MA",1807,"Capt and Burned by Florida, July 8, 1864",1-185,NULL,5339,239,,4,.63,.83999997,.345,.46000001,.35749999,.47999999,.077738516,22,Matched (3),55530.719,41648.039,331,1864,,4,2349,,.052631579,both in master and using data,1,1,13882.68,1,,,
